경기번호,팀명,경기날짜,결과,No.,이름,출전세트_1set,출전세트_2set,출전세트_3set,출전세트_4set,출전세트_5set,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실
15,IBK기업은행,2017-11-07,0,19,메디 (L),O,O,O,O,O,30,69,28,7,0,40.58,36.9,46,19,5,0,41.3,44.66,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,17,7,1,0,41.18,56.67,0,0,0,0,0.0,0.0,6,2,1,0,33.33,30.0,9,0,1,0.0,9.18,21,18,3,0,3.6,15.33,8,2,0,0.4,4.3,19,6,1,1.0,20.43,12,2,3,2,0,0.4,13.04,0,0,1
15,IBK기업은행,2017-11-07,0,4,김희진 (R),O,O,O,O,O,16,41,14,3,2,34.15,21.93,20,6,2,0,30.0,19.42,5,0,1,1,0.0,33.33,3,0,0,0,0.0,37.5,9,5,0,1,55.56,30.0,0,0,0,0,0.0,0.0,4,3,0,0,75.0,20.0,14,1,4,0.2,14.29,21,17,4,0,3.4,15.33,6,4,0,0.8,3.23,0,0,0,0.0,0.0,15,1,4,7,0,0.2,16.3,1,0,6
15,IBK기업은행,2017-11-07,0,7,고예림 (L),O,O,O,O,O,14,36,12,1,2,33.33,19.25,22,8,1,1,36.36,21.36,4,1,0,1,25.0,26.67,0,0,0,0,0.0,0.0,3,1,0,0,33.33,10.0,0,0,0,0,0.0,0.0,7,2,0,0,28.57,35.0,18,1,3,0.2,18.37,19,17,2,0,3.4,13.87,6,1,0,0.2,3.23,38,20,1,3.8,40.86,10,1,7,1,0,0.2,10.87,1,0,5
15,IBK기업은행,2017-11-07,0,11,김수지 (C),O,O,O,O,O,13,22,8,2,0,36.36,11.76,4,1,1,0,25.0,3.88,5,2,0,0,40.0,33.33,3,0,0,0,0.0,37.5,0,0,0,0,0.0,0.0,10,5,1,0,50.0,90.91,0,0,0,0,0.0,0.0,16,2,1,0.4,16.33,14,12,2,0,2.4,10.22,8,2,0,0.4,4.3,0,0,0,0.0,0.0,23,3,13,6,0,0.6,25.0,3,0,1
15,IBK기업은행,2017-11-07,0,20,김현지 (C),O,O,O,O,O,3,6,0,1,1,0.0,3.21,3,0,0,0,0.0,2.91,0,0,0,0,0.0,0.0,2,0,0,1,0.0,25.0,0,0,0,0,0.0,0.0,1,0,1,0,0.0,9.09,0,0,0,0,0.0,0.0,5,0,0,0.0,5.1,3,3,0,0,0.6,2.19,1,1,0,0.2,0.54,1,0,0,0.0,1.08,20,3,5,8,0,0.6,21.74,2,0,1
15,IBK기업은행,2017-11-07,0,6,이고은 (S),O,O,O,O,O,2,5,0,1,0,0.0,2.67,5,0,1,0,0.0,4.85,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,14,0,0,0.0,14.29,18,15,3,0,3.0,13.14,121,42,2,8.4,65.05,3,0,0,0.0,3.23,10,2,3,3,0,0.4,10.87,1,0,2
15,IBK기업은행,2017-11-07,0,17,김미연 (L),6,20,,19,6,1,6,1,0,0,16.67,3.21,3,1,0,0,33.33,2.91,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,3.33,0,0,0,0,0.0,0.0,2,0,0,0,0.0,10.0,2,0,1,0.0,2.04,1,1,0,0,0.25,0.73,2,1,0,0.25,1.08,2,1,0,0.25,2.15,2,0,0,0,0,0.0,2.17,0,0,1
15,IBK기업은행,2017-11-07,0,15,고민지 (L),,,,4,,0,2,0,1,0,0.0,1.07,0,0,0,0,0.0,0.0,1,0,0,0,0.0,6.67,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,1,0,0.0,5.0,1,0,1,0.0,1.02,1,1,0,0,1.0,0.73,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1,0,1
15,IBK기업은행,2017-11-07,0,10,김혜선 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,26,20,6,0,4.0,18.98,7,2,0,0.4,3.76,15,6,1,1.0,16.13,0,0,0,0,0,0.0,0.0,0,0,0
15,IBK기업은행,2017-11-07,0,5,노란 (L),20,11,20,,20,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,12,0,0,0.0,12.24,1,0,1,0,0.0,0.73,3,1,0,0.25,1.61,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
15,IBK기업은행,2017-11-07,0,3,염혜선 (S),,6,,6,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,0,1,0.0,7.14,1,1,0,0,0.33,0.73,21,4,1,1.33,11.29,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,2
15,IBK기업은행,2017-11-07,0,12,채선아 (Li),,LI,LI,LI,LI,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,11,8,3,0,2.0,8.03,3,1,0,0.25,1.61,15,9,1,2.0,16.13,0,0,0,0,0,0.0,0.0,0,0,0
15,KGC인삼공사,2017-11-07,1,2,알레나 (R),O,O,O,O,O,37,80,32,4,4,40.0,44.44,34,13,2,2,38.24,40.96,5,4,0,0,80.0,29.41,0,0,0,0,0.0,0.0,37,14,2,2,37.84,100.0,0,0,0,0,0.0,0.0,4,1,0,0,25.0,16.0,14,0,4,0.0,13.46,20,15,5,0,3.0,14.93,9,1,1,0.2,4.79,0,0,0,0.0,0.0,15,5,4,1,0,1.0,16.48,3,0,9
15,KGC인삼공사,2017-11-07,1,12,한송이 (L),O,O,O,O,O,17,36,12,3,0,33.33,20.0,18,4,2,0,22.22,21.69,3,1,0,0,33.33,17.65,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,15,7,1,0,46.67,60.0,18,0,0,0.0,17.31,23,22,1,0,4.4,17.16,7,3,1,0.6,3.72,34,16,2,2.8,39.53,17,5,4,4,1,1.0,18.68,0,0,2
15,KGC인삼공사,2017-11-07,1,4,한수지 (C),O,O,O,O,O,12,23,7,0,0,30.43,12.78,6,2,0,0,33.33,7.23,9,3,0,0,33.33,52.94,2,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,6,2,0,0,33.33,37.5,0,0,0,0,0.0,0.0,16,0,1,0.0,15.38,5,5,0,0,1.0,3.73,13,5,0,1.0,6.91,0,0,0,0.0,0.0,26,5,6,11,0,1.0,28.57,3,0,1
15,KGC인삼공사,2017-11-07,1,10,최수빈 (L),1,O,O,O,O,10,20,7,1,0,35.0,11.11,15,5,0,0,33.33,18.07,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,2,1,0,40.0,20.0,23,2,1,0.4,22.12,18,15,3,0,3.0,13.43,3,0,0,0.0,1.6,27,8,0,1.6,31.4,3,1,0,1,0,0.2,3.3,0,0,1
15,KGC인삼공사,2017-11-07,1,14,유희옥 (C),O,O,O,O,O,7,12,5,2,1,41.67,6.67,2,0,1,0,0.0,2.41,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,10,5,1,1,50.0,62.5,0,0,0,0,0.0,0.0,7,2,1,0.4,6.73,7,7,0,0,1.4,5.22,7,3,0,0.6,3.72,0,0,0,0.0,0.0,17,0,7,8,0,0.0,18.68,3,0,2
15,KGC인삼공사,2017-11-07,1,1,지민경 (L),O,10,10,,,1,7,1,2,0,14.29,3.89,6,1,2,0,16.67,7.23,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,4.0,5,0,0,0.0,4.81,2,2,0,0,0.67,1.49,3,0,0,0.0,1.6,10,4,2,0.67,11.63,1,0,1,0,0,0.0,1.1,1,0,0
15,KGC인삼공사,2017-11-07,1,13,이재은 (S),O,O,O,O,O,0,2,0,0,0,0.0,1.11,2,0,0,0,0.0,2.41,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,16,0,2,0.0,15.38,25,21,4,0,4.2,18.66,134,50,0,10.0,71.28,0,0,0,0.0,0.0,12,0,9,2,0,0.0,13.19,1,0,2
15,KGC인삼공사,2017-11-07,1,8,박상미 (L),,12,12,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,0,0.0,1.16,0,0,0,0,0,0.0,0.0,0,0,0
15,KGC인삼공사,2017-11-07,1,5,시은미 (S),14,14,,,14,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,0,1,0.0,2.88,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1
15,KGC인삼공사,2017-11-07,1,9,오지영 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,34,32,2,0,6.4,25.37,12,1,0,0.2,6.38,14,11,0,2.2,16.28,0,0,0,0,0,0.0,0.0,0,0,0
15,KGC인삼공사,2017-11-07,1,17,우수민 (L),,,,2,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,1,0.0,1.92,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1
16,현대건설,2017-11-08,0,17,엘리자베스 (L),O,O,O,O,O,35,84,33,6,4,39.29,47.46,33,12,1,0,36.36,50.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,41,16,3,3,39.02,83.67,0,0,0,0,0.0,0.0,10,5,2,1,50.0,30.3,20,1,1,0.2,19.42,26,21,5,0,4.2,22.03,5,0,1,0.0,2.72,32,18,1,3.4,31.37,9,1,3,3,0,0.2,10.11,0,0,6
16,현대건설,2017-11-08,0,4,황연주 (R),O,O,O,O,O,15,32,12,4,2,37.5,18.08,13,7,2,1,53.85,19.7,1,0,1,0,0.0,10.0,0,0,0,0,0.0,0.0,7,1,1,1,14.29,14.29,0,0,0,0,0.0,0.0,11,4,0,0,36.36,33.33,19,2,1,0.4,18.45,16,12,4,0,2.4,13.56,5,1,1,0.2,2.72,0,0,0,0.0,0.0,19,1,4,7,0,0.2,21.35,3,0,4
16,현대건설,2017-11-08,0,13,김세영 (C),O,O,O,O,O,12,18,8,1,0,44.44,10.17,4,2,0,0,50.0,6.06,2,1,0,0,50.0,20.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,12,5,1,0,41.67,66.67,0,0,0,0,0.0,0.0,10,0,0,0.0,9.71,3,3,0,0,0.6,2.54,7,2,0,0.4,3.8,0,0,0,0.0,0.0,23,4,7,7,1,0.8,25.84,4,0,1
16,현대건설,2017-11-08,0,14,양효진 (C),O,O,O,O,O,9,17,7,0,1,41.18,9.6,5,0,0,0,0.0,7.58,6,3,0,0,50.0,60.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,4,0,1,66.67,33.33,0,0,0,0,0.0,0.0,12,0,1,0.0,11.65,3,2,0,1,0.4,2.54,3,0,0,0.0,1.63,1,1,0,0.2,0.98,16,2,7,5,0,0.4,17.98,2,0,3
16,현대건설,2017-11-08,0,15,황민경 (L),O,O,O,O,O,7,23,6,1,2,26.09,12.99,8,2,0,0,25.0,12.12,1,1,0,0,100.0,10.0,1,0,0,0,0.0,100.0,1,0,0,0,0.0,2.04,0,0,0,0,0.0,0.0,12,3,1,2,25.0,36.36,17,0,1,0.0,16.5,13,10,3,0,2.0,11.02,5,2,0,0.4,2.72,44,19,1,3.6,43.14,4,1,2,1,0,0.2,4.49,1,0,3
16,현대건설,2017-11-08,0,19,이다영 (S),O,O,O,O,O,6,3,1,0,0,33.33,1.69,3,1,0,0,33.33,4.55,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,18,1,2,0.2,17.48,20,14,6,0,2.8,16.95,148,59,0,11.8,80.43,0,0,0,0.0,0.0,18,4,5,5,0,0.8,20.22,1,0,2
16,현대건설,2017-11-08,0,7,고유민 (L),,4,,,13,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0.0,0.97,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,0.5,0.98,0,0,0,0,0,0.0,0.0,0,0,0
16,현대건설,2017-11-08,0,8,김연견 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,37,33,4,0,6.6,31.36,11,1,0,0.2,5.98,24,14,1,2.6,23.53,0,0,0,0,0,0.0,0.0,0,0,0
16,현대건설,2017-11-08,0,5,박혜미 (L),,14,,,14,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,0,0.0,1.94,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
16,현대건설,2017-11-08,0,18,이영주 (L),14,13,,14,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,0,1,0.0,3.88,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1
16,GS칼텍스,2017-11-08,1,19,듀크 (R),O,O,O,O,O,36,84,32,7,6,38.1,45.41,35,12,3,0,34.29,44.87,4,0,0,0,0.0,57.14,0,0,0,0,0.0,0.0,29,12,2,5,41.38,90.63,0,0,0,0,0.0,0.0,16,8,2,1,50.0,29.63,15,0,0,0.0,13.89,22,18,4,0,3.6,17.32,4,0,0,0.0,2.07,0,0,0,0.0,0.0,13,4,4,1,0,0.8,19.12,2,0,6
16,GS칼텍스,2017-11-08,1,10,강소휘 (L),O,O,O,O,O,21,51,21,4,4,41.18,27.57,26,10,4,3,38.46,33.33,2,1,0,0,50.0,28.57,0,0,0,0,0.0,0.0,3,1,0,1,33.33,9.38,0,0,0,0,0.0,0.0,20,9,0,0,45.0,37.04,7,0,0,0.0,6.48,8,6,2,0,1.2,6.3,7,5,0,1.0,3.63,26,7,1,1.2,27.08,8,0,5,2,0,0.0,11.76,0,0,4
16,GS칼텍스,2017-11-08,1,9,표승주 (R),O,O,O,O,O,16,31,13,0,1,41.94,16.76,12,6,0,1,50.0,15.38,1,0,0,0,0.0,14.29,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,18,7,0,0,38.89,33.33,23,2,1,0.4,21.3,16,12,4,0,2.4,12.6,2,0,0,0.0,1.04,31,14,1,2.6,32.29,14,1,3,5,0,0.2,20.59,1,0,2
16,GS칼텍스,2017-11-08,1,18,김유리 (C),O,O,O,O,O,6,11,3,2,1,27.27,5.95,2,1,0,0,50.0,2.56,0,0,0,0,0.0,0.0,4,1,1,0,25.0,100.0,0,0,0,0,0.0,0.0,5,1,1,1,20.0,50.0,0,0,0,0,0.0,0.0,16,0,1,0.0,14.81,7,7,0,0,1.4,5.51,0,0,0,0.0,0.0,0,0,0,0.0,0.0,12,3,5,2,0,0.6,17.65,4,0,2
16,GS칼텍스,2017-11-08,1,15,문명화 (C),O,O,O,O,O,5,7,3,0,0,42.86,3.78,2,1,0,0,50.0,2.56,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,2,0,0,40.0,50.0,0,0,0,0,0.0,0.0,16,0,0,0.0,14.81,2,1,1,0,0.2,1.57,1,0,0,0.0,0.52,1,1,0,0.2,1.04,11,2,3,3,0,0.4,16.18,1,0,0
16,GS칼텍스,2017-11-08,1,4,김현정 (C),,12,12,,6,3,1,1,0,0,100.0,0.54,1,1,0,0,100.0,1.28,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,0,0.0,1.04,0,0,0,0.0,0.0,2,2,0,0,0,0.67,2.94,0,0,0
16,GS칼텍스,2017-11-08,1,6,이나연 (S),O,,,12,O,1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,9,1,0,0.33,8.33,7,6,1,0,2.0,5.51,85,30,0,10.0,44.04,0,0,0,0.0,0.0,6,0,2,3,0,0.0,8.82,1,0,0
16,GS칼텍스,2017-11-08,1,3,김채원 (L),,10,10,9,10,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,10,0,0,0.0,9.26,8,7,1,0,1.75,6.3,1,0,0,0.0,0.52,3,2,0,0.5,3.13,0,0,0,0,0,0.0,0.0,0,0,0
16,GS칼텍스,2017-11-08,1,5,나현정 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,41,36,5,0,7.2,32.28,15,5,0,1.0,7.77,23,12,2,2.0,23.96,0,0,0,0,0,0.0,0.0,0,0,0
16,GS칼텍스,2017-11-08,1,16,한다혜 (L),9,9,9,10,9,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8,7,1,0,1.4,6.3,5,1,0,0.2,2.59,10,5,0,1.0,10.42,0,0,0,0,0,0.0,0.0,0,0,0
16,GS칼텍스,2017-11-08,1,12,한수진 (L),10,O,O,O,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,12,0,3,0.0,11.11,8,6,2,0,1.5,6.3,71,31,1,7.75,36.79,2,1,0,0.25,2.08,2,0,0,1,0,0.0,2.94,0,0,4
17,한국도로공사,2017-11-09,1,17,이바나 (R),O,O,O,,,21,46,19,4,1,41.3,35.94,26,10,4,0,38.46,45.61,8,5,0,1,62.5,29.63,0,0,0,0,0.0,0.0,7,2,0,0,28.57,87.5,0,0,0,0,0.0,0.0,5,2,0,0,40.0,25.0,15,1,2,0.33,18.29,12,9,2,1,3.0,14.12,0,0,0,0.0,0.0,0,0,0,0.0,0.0,7,1,1,3,0,0.33,11.48,4,0,4
17,한국도로공사,2017-11-09,1,10,배유나 (C),O,O,O,,,15,17,11,0,1,64.71,13.28,1,0,0,0,0.0,1.75,6,5,0,1,83.33,22.22,6,4,0,0,66.67,85.71,0,0,0,0,0.0,0.0,4,2,0,0,50.0,44.44,0,0,0,0,0.0,0.0,13,0,0,0.0,15.85,8,6,2,0,2.0,9.41,5,1,0,0.33,3.91,0,0,0,0.0,0.0,20,4,6,8,0,1.33,32.79,1,0,1
17,한국도로공사,2017-11-09,1,13,정대영 (C),O,O,O,,,13,17,7,2,1,41.18,13.28,6,4,0,0,66.67,10.53,5,0,1,1,0.0,18.52,1,1,0,0,100.0,14.29,0,0,0,0,0.0,0.0,5,2,1,0,40.0,55.56,0,0,0,0,0.0,0.0,17,0,1,0.0,20.73,11,9,2,0,3.0,12.94,5,2,0,0.67,3.91,1,1,0,0.33,1.61,17,6,4,6,0,2.0,27.87,0,0,2
17,한국도로공사,2017-11-09,1,9,박정아 (L),O,O,O,,,12,43,11,0,3,25.58,33.59,21,3,0,2,14.29,36.84,7,5,0,0,71.43,25.93,0,0,0,0,0.0,0.0,1,0,0,0,0.0,12.5,0,0,0,0,0.0,0.0,14,3,0,1,21.43,70.0,9,0,1,0.0,10.98,10,10,0,0,3.33,11.76,1,0,0,0.0,0.78,2,0,0,0.0,3.23,8,1,0,4,0,0.33,13.11,0,0,4
17,한국도로공사,2017-11-09,1,5,이효희 (S),O,O,O,,,1,2,1,0,0,50.0,1.56,2,1,0,0,50.0,3.51,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,10,0,0,0.0,12.2,11,10,1,0,3.33,12.94,102,41,0,13.67,79.69,0,0,0,0.0,0.0,5,0,3,1,0,0.0,8.2,3,0,0
17,한국도로공사,2017-11-09,1,12,문정원 (R),O,O,O,,,0,3,0,0,1,0.0,2.34,1,0,0,0,0.0,1.75,1,0,0,0,0.0,3.7,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,1,0.0,5.0,16,0,4,0.0,19.51,8,7,1,0,2.33,9.41,2,1,0,0.33,1.56,33,21,2,6.33,53.23,3,0,3,0,0,0.0,4.92,1,0,5
17,한국도로공사,2017-11-09,1,18,유서연 (L),17,9,10,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,0,0.0,2.44,3,3,0,0,1.0,3.53,1,0,0,0.0,0.78,2,1,0,0.33,3.23,0,0,0,0,0,0.0,0.0,0,0,0
17,한국도로공사,2017-11-09,1,8,임명옥 (Li),LI,LI,LI,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,22,20,2,0,6.67,25.88,12,1,0,0.33,9.38,24,13,1,4.0,38.71,0,0,0,0,0,0.0,0.0,0,0,0
17,한국도로공사,2017-11-09,1,11,정선아 (C),5,5,5,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
17,한국도로공사,2017-11-09,1,7,최은지 (L),12,12,12,,,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,0,1,0,0.0,1.64,0,0,0
17,흥국생명,2017-11-09,0,9,심슨 (L),O,O,O,,,25,54,21,5,4,38.89,41.86,39,15,5,3,38.46,48.75,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,12,4,0,1,33.33,63.16,0,0,0,0,0.0,0.0,3,2,0,0,66.67,30.0,12,2,1,0.67,16.44,13,10,3,0,3.33,14.77,3,0,0,0.0,2.16,0,0,0,0.0,0.0,10,2,5,1,0,0.67,20.0,1,0,5
17,흥국생명,2017-11-09,0,17,이재영 (L),O,O,O,,,15,33,14,3,2,42.42,25.58,22,10,3,1,45.45,27.5,2,2,0,0,100.0,66.67,0,0,0,0,0.0,0.0,7,2,0,1,28.57,36.84,0,0,0,0,0.0,0.0,2,0,0,0,0.0,20.0,15,0,2,0.0,20.55,9,6,3,0,2.0,10.23,7,0,0,0.0,5.04,37,18,0,6.0,50.0,2,1,1,0,0,0.33,4.0,0,0,4
17,흥국생명,2017-11-09,0,1,정시영 (R),O,O,O,,,6,12,5,2,0,41.67,9.3,1,1,0,0,100.0,1.25,0,0,0,0,0.0,0.0,4,2,1,0,50.0,80.0,0,0,0,0,0.0,0.0,7,2,1,0,28.57,58.33,0,0,0,0,0.0,0.0,11,0,2,0.0,15.07,3,2,1,0,0.67,3.41,5,2,0,0.67,3.6,0,0,0,0.0,0.0,12,1,5,3,0,0.33,24.0,3,0,2
